Date,Open,High,Low,Close,Adj Close,Volume,Z-Score
2012-03-14,20.644644,21.24,20.55,21.056429,18.030079,1418844000,-0.72722664136127
2012-03-15,21.414642,21.428928,20.6625,20.912857,17.907145,1159718000,-0.7306376036269266
2012-03-16,20.882856,21.042856,20.642857,20.913214,17.907452,825487600,-0.7306291298057201
2012-03-19,21.370358,21.491785,21.0375,21.467857,18.382378,901236000,-0.7174519753131786
2012-03-20,21.411072,21.675,21.124287,21.64143,18.530998,816662000,-0.7133282604605851
2012-03-21,21.526428,21.773214,21.47893,21.517857,18.425184,644042000,-0.7162640996495021
2012-03-22,21.349285,21.589287,21.268929,21.405,18.32855,623870800,-0.7189453163712567
2012-03-23,21.446072,21.492857,21.22857,21.2875,18.227938,430488800,-0.7217368740269037
2012-03-26,21.42107,21.68393,21.259287,21.677856,18.56219,595742000,-0.712462843148275
2012-03-27,21.649286,22.01,21.645,21.945715,18.791555,607129600,-0.7060990940512883
2012-03-28,22.085,22.194643,21.796785,22.057858,18.88758,655460400,-0.7034348249719468
2012-03-29,21.885,22.02,21.686787,21.780714,18.650269,608238400,-0.7100191653076142
2012-03-30,21.741785,21.805714,21.355,21.4125,18.334974,731038000,-0.7187671395531604
2012-04-02,21.493929,22.098928,21.442142,22.09393,18.918465,598351600,-0.7025778361662913
2012-04-03,22.40357,22.57893,22.2325,22.475714,19.245378,834559600,-0.6935074488839305
2012-04-04,22.298214,22.352142,22.035713,22.296785,19.092163,572980800,-0.6977584069982775
2012-04-05,22.392143,22.66643,22.264286,22.63143,19.378714,641298000,-0.6898079688662854
2012-04-09,22.361786,22.851429,22.332144,22.7225,19.456696,597536800,-0.6876443349564065
2012-04-10,22.854643,23.0,22.357143,22.444286,19.218468,889725200,-0.6942540967556936
2012-04-11,22.72143,22.745358,22.262142,22.364286,19.149961,696614800,-0.6961547250063072
2012-04-12,22.321428,22.5475,22.160713,22.241785,19.045067,614336800,-0.6990650974170528
2012-04-13,22.289642,22.310715,21.553928,21.615356,18.50868,859644800,-0.7139477103851466
2012-04-16,21.787857,21.795713,20.651787,20.71893,17.74109,1050786800,-0.7352449153774663
2012-04-17,20.67643,21.785713,20.425358,21.775,18.645374,1025528000,-0.710154927705126
2012-04-18,21.918571,22.151787,21.525356,21.726429,18.603783,954531200,-0.7113088627694246
2012-04-19,21.436428,21.5975,20.875713,20.98,17.96464,834719200,-0.7290424407707147
2012-04-20,21.120714,21.23643,20.372143,20.463572,17.522434,1030985200,-0.7413116729012579
2012-04-23,20.37893,20.595358,19.879286,20.417856,17.483288,966529200,-0.7423977720813524
2012-04-24,20.093214,20.274643,19.821428,20.01,17.134056,1076149200,-0.752087563973723
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.65455,905777600,-0.7099003958670673
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.584211,536068400,-0.7118519123594719
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.44048,406722400,-0.7158398648145536
2012-04-30,21.35,21.37143,20.821428,20.856428,17.858824,506144800,-0.7319782346450799
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.80225,610999200,-0.7335479307231204
2012-05-02,20.722857,20.97857,20.67357,20.927856,17.91999,427389200,-0.7302812499907341
2012-05-03,21.089287,21.12143,20.725,20.779285,17.792774,390549600,-0.7338109816969375
2012-05-04,20.61,20.655714,20.184643,20.1875,17.286041,529992400,-0.747870546458754
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.415403,460118400,-0.744281407375001
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.375645,497252000,-0.7453844541975087
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.406227,480704000,-0.7445359845276116
2012-05-10,20.520714,20.567142,20.30143,20.375713,17.447206,333200000,-0.7433989971057261
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.330692,399546000,-0.7466317372387345
2012-05-14,20.091785,20.268213,19.914286,19.936428,17.07105,352626400,-0.7538354821844117
2012-05-15,20.051786,20.115,19.705357,19.756071,16.916616,476336000,-0.7581203808981367
2012-05-16,19.7875,19.88893,19.322857,19.502857,16.69979,560896000,-0.7641362048655854
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.211723,717220000,-0.777678186815526
2012-05-18,19.07,19.4075,18.649286,18.942142,16.21967,732292400,-0.7774575955768452
2012-05-21,19.089287,20.055,19.073214,20.045713,17.164633,631106000,-0.7512390943038261
2012-05-22,20.34107,20.495714,19.735,19.891787,17.032825,694870400,-0.7548960692717829
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.448427,584897600,-0.7433650111917963
2012-05-24,20.566786,20.589287,20.043928,20.19,17.288177,496230000,-0.7478111390812046
2012-05-25,20.163929,20.20893,19.945356,20.081785,17.195517,328507200,-0.7503821054981706
2012-05-29,20.389286,20.5,20.189644,20.438213,17.500723,380508800,-0.7419141298688545
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.711721,529429600,-0.7360594897625371
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.667688,491674400,-0.7372813060255916
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.155764,520987600,-0.7514851523206783
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.25668,556995600,-0.7486851208438248
2012-06-05,20.045357,20.231071,19.940357,20.10107,17.212034,388214400,-0.7499239300638442
2012-06-06,20.2775,20.494642,20.196428,20.409286,17.475952,401455600,-0.7426013703630683
2012-06-07,20.6175,20.61857,20.375,20.418571,17.483902,379766800,-0.7423807791243875
2012-06-08,20.414286,20.735,20.321428,20.725714,17.746897,347516400,-0.7350837315163349
2012-06-11,20.99,21.017857,20.379642,20.39893,17.467081,591264800,-0.7428474283799205
2012-06-12,20.51643,20.59357,20.239286,20.577143,17.61968,435380400,-0.7386134632225383
2012-06-13,20.518572,20.66,20.370714,20.434286,17.497353,293580000,-0.74200743253123
2012-06-14,20.401428,20.482143,20.259287,20.411785,17.478086,345573200,-0.7425420083000708
2012-06-15,20.392857,20.522142,20.34107,20.504642,17.5576,335255200,-0.7403359146550557
2012-06-18,20.39143,20.99607,20.370358,20.920713,17.913876,440412000,-0.7304509529876239
2012-06-19,20.835714,21.071428,20.825,20.97893,17.963722,361404400,-0.7290678622343342
2012-06-20,21.0075,21.044643,20.742857,20.919287,17.912651,358943200,-0.7304848482724499
2012-06-21,20.908571,21.007856,20.622856,20.631071,17.665857,326351200,-0.7373322395819345
2012-06-22,20.68,20.7925,20.550714,20.789286,17.801334,284471600,-0.7335733975012918
2012-06-25,20.617857,20.707144,20.370358,20.384644,17.454847,304382400,-0.7431868343737
2012-06-26,20.404642,20.5175,20.261786,20.429644,17.493378,276536400,-0.7421177281505704
2012-06-27,20.535713,20.597857,20.425714,20.517857,17.56892,202997200,-0.7400219754394475
2012-06-28,20.416786,20.5,20.200357,20.323214,17.402248,282836400,-0.744646280146952
2012-06-29,20.642857,20.857143,20.508928,20.857143,17.859434,421500800,-0.7319612416881149
2012-07-02,20.883215,21.195356,20.842857,21.161428,18.11999,400092000,-0.7247320752788182
2012-07-03,21.245714,21.428572,21.214287,21.4075,18.330692,241712800,-0.7188859543082593
2012-07-05,21.44857,21.940714,21.41607,21.783571,18.652714,484383200,-0.7099512841088583
2012-07-06,21.681786,21.73,21.485,21.63857,18.528557,418930400,-0.7133961869738928
2012-07-09,21.617857,21.925,21.575357,21.924643,18.773508,379405600,-0.7065997292207511
2012-07-10,22.070356,22.138214,21.618214,21.721786,18.599812,511957600,-0.7114191583887649
2012-07-11,21.647142,21.702143,21.329287,21.586786,18.484217,469322000,-0.7146264770581539
2012-07-12,21.437143,21.5525,21.167143,21.389286,18.3151,428041600,-0.7193186629644143
2012-07-13,21.53393,21.685356,21.428572,21.606071,18.500721,311427200,-0.7141683016238274
2012-07-16,21.61143,21.84357,21.607857,21.675358,18.560053,301260400,-0.7125222052112725
2012-07-17,21.813929,21.839287,21.54107,21.67643,18.560966,293624800,-0.7124967384331011
2012-07-18,21.663929,21.726429,21.555714,21.652143,18.540174,252700000,-0.7130737286225263
2012-07-19,21.831429,21.976786,21.642857,21.94,18.786657,436861600,-0.7062348564488001
2012-07-20,21.893929,21.944286,21.560715,21.582144,18.480242,397471200,-0.7147367726774941
2012-07-23,21.22857,21.639286,20.989643,21.565357,18.465862,487975600,-0.7151355860488231
2012-07-24,21.692142,21.774286,21.375357,21.46143,18.376871,565132400,-0.7176046853531035
2012-07-25,20.51643,20.742857,20.357143,20.534643,17.583292,877312800,-0.7396231620681185
2012-07-26,20.705713,20.72857,20.37,20.53143,17.580534,406632800,-0.739699517088081
2012-07-27,20.536072,20.9225,20.413929,20.898571,17.894905,403936400,-0.7309770096207062
2012-07-30,21.104286,21.408571,20.99357,21.251072,18.196753,379142400,-0.7226023366537655
2012-07-31,21.543928,21.84643,21.525715,21.812857,18.677788,462327600,-0.7092555244788862
2012-08-01,21.996786,22.014286,21.535713,21.671785,18.556995,384501600,-0.7126070793669934
2012-08-02,21.53,21.810356,21.4375,21.706785,18.586967,332158400,-0.7117755573395095
2012-08-03,21.915358,22.070715,21.841429,21.989286,18.828861,344920800,-0.7050639284275366
2012-08-06,22.04607,22.316786,21.973572,22.233929,19.03834,302103200,-0.6992517480563556
2012-08-07,22.241785,22.321428,22.072857,22.175358,18.988192,290446800,-0.7006432673162999
2012-08-08,22.12107,22.28143,22.039286,22.137857,18.95608,244706000,-0.7015341967213332
2012-08-09,22.06607,22.204643,22.064285,22.168928,19.064192,221642400,-0.7007960226707766
2012-08-10,22.096786,22.205713,22.09643,22.203571,19.093985,194938800,-0.6999729744644991
2012-08-13,22.26393,22.5,22.258928,22.5,19.348894,278832400,-0.6929304586945052
2012-08-14,22.566786,22.8075,22.5075,22.560356,19.400795,340169200,-0.6914965250139765
2012-08-15,22.546429,22.642857,22.419643,22.529642,19.374384,257342400,-0.6922262252433267
2012-08-16,22.543215,22.741428,22.517857,22.726429,19.543613,254534000,-0.6875509869794793
2012-08-17,22.857143,23.149643,22.814644,23.146786,19.905096,442761200,-0.6775642035139136
2012-08-20,23.214643,23.755358,23.210714,23.755358,20.428442,613384800,-0.6631058253807682
2012-08-21,23.957857,24.102858,23.22607,23.430714,20.149258,812719600,-0.6708186793171147
2012-08-22,23.372143,23.892857,23.146786,23.888214,20.542688,565322800,-0.6599494402677223
2012-08-23,23.789642,23.925,23.6125,23.665358,20.35104,420128800,-0.6652440378270275
2012-08-24,23.553928,23.91,23.4125,23.686428,20.369165,437340400,-0.6647434479721166
2012-08-27,24.285357,24.316786,24.055,24.13143,20.751842,427008400,-0.6541711551813673
2012-08-28,24.106428,24.14643,23.9525,24.1,20.724813,267416800,-0.6549178483676823
2012-08-29,24.116072,24.2025,24.02143,24.0525,20.683964,202806800,-0.6560463619683613
2012-08-30,23.95143,23.983929,23.673214,23.709642,20.389128,302699600,-0.6641919245608628
2012-08-31,23.830357,23.87857,23.473213,23.758572,20.431202,338321200,-0.6630294703608058
2012-09-04,23.777143,24.112143,23.732143,24.106071,20.73004,367892000,-0.654773612148964
2012-09-05,24.1275,24.155357,23.914286,23.936787,20.584454,336375200,-0.6587954598888718
2012-09-06,24.041786,24.224644,23.957144,24.1525,20.769964,391196400,-0.6536705653264564
2012-09-07,24.21607,24.374287,24.134644,24.30143,20.898033,329666400,-0.6501323144844945
2012-09-10,24.301786,24.403214,23.64643,23.669287,20.35443,487998000,-0.6651506898501002
2012-09-11,23.75393,23.932142,23.446428,23.5925,20.288383,503983200,-0.6669749630807512
2012-09-12,23.81607,23.925,23.428572,23.92107,20.570944,712233200,-0.6591688517965812
2012-09-13,24.191786,24.482143,24.098928,24.392143,20.97604,598360000,-0.6479771543958223
2012-09-14,24.64143,24.892143,24.5675,24.688572,21.230951,600474000,-0.6409346386258283
2012-09-17,24.976786,24.992857,24.8075,24.992144,21.492012,398031200,-0.6337224198589446
2012-09-18,24.995714,25.083214,24.872143,25.068214,21.557428,373503200,-0.6319151395852585
2012-09-19,25.009287,25.1425,24.984644,25.075,21.563267,326874800,-0.6317539104095752
2012-09-20,24.97,25.002144,24.772142,24.953571,21.458847,336568400,-0.6346388160421494
2012-09-21,25.086071,25.18107,24.977142,25.003214,21.501534,571589200,-0.6334594141996794
2012-09-24,24.530714,24.825714,24.392857,24.67107,21.215906,639766400,-0.6413504449541222
2012-09-25,24.580713,24.742144,24.035713,24.055,20.68612,518789600,-0.6559869545908119
2012-09-26,23.883572,24.024643,23.614286,23.75643,20.429358,576503200,-0.6630803586025968
2012-09-27,23.724644,24.363214,23.58393,24.332857,20.925062,594090000,-0.6493856666127314
2012-09-28,24.241072,24.325357,23.8125,23.825,20.48833,535110800,-0.6614512551470069
2012-10-01,23.97,24.169643,23.446428,23.549643,20.251532,543594800,-0.6679931810620899
2012-10-02,23.63607,23.798214,23.2375,23.618214,20.310505,627992400,-0.6663640776065
2012-10-03,23.745,23.995,23.665358,23.980356,20.621927,424281200,-0.6577603395796721
2012-10-04,23.973213,24.080357,23.769644,23.814285,20.479116,370725600,-0.6617058322996175
2012-10-05,23.757143,23.785713,23.26,23.306786,20.042688,594006000,-0.6737629470126865
2012-10-08,23.102858,23.127144,22.718214,22.791786,19.599817,637994000,-0.6859982385438517
2012-10-09,22.80893,22.874643,22.269644,22.70893,19.52856,838597200,-0.6879667479932212
2012-10-10,22.847857,23.035,22.75,22.889643,19.683966,510356000,-0.6836733754582897
2012-10-11,23.089287,23.114286,22.432142,22.432142,19.29054,546081200,-0.6945426145076822
2012-10-12,22.484285,22.692142,22.332144,22.489643,19.339989,460014800,-0.6931765167113575
2012-10-15,22.58393,22.683214,22.280357,22.67,19.49508,432502000,-0.6888916179976324
2012-10-16,22.691786,23.225,22.535713,23.206785,19.956694,549771600,-0.6761387436545914
2012-10-17,23.17393,23.313929,23.0,23.021786,19.797602,389037600,-0.6805339379876567
2012-10-18,22.8425,22.930714,22.5,22.594286,19.42997,476624400,-0.6906904244501122
2012-10-19,22.5375,22.563213,21.772142,21.78,18.729729,744086000,-0.7100361129500272
2012-10-22,21.872143,22.692142,21.812857,22.643929,19.472666,546730800,-0.6895110226076422
2012-10-23,22.535713,22.639286,21.84643,21.905714,18.83784,707145600,-0.7070494308338711
2012-10-24,22.194286,22.376785,21.80857,22.029642,18.944408,558527200,-0.7041051631382993
2012-10-25,22.142857,22.214287,21.626785,21.769285,18.720512,656325600,-0.7102906901026379
2012-10-26,21.765356,21.928572,21.107143,21.571428,18.55037,1018432800,-0.7149913498301048
2012-10-31,21.245714,21.498571,20.989286,21.261429,18.28379,510003200,-0.7223562786369133
2012-11-01,21.365,21.535713,21.220358,21.305,18.321247,361298000,-0.7213211130131617
2012-11-02,21.281786,21.319643,20.526787,20.6,17.714987,599373600,-0.738070413632491
2012-11-05,20.84,20.991785,20.62857,20.879286,17.955158,529135600,-0.7314351850550326
2012-11-06,21.079643,21.097857,20.7175,20.81607,17.900795,374917200,-0.7329370452488692
2012-11-07,20.494286,20.519285,19.848213,19.928572,17.215866,793648800,-0.7540221328237144
2012-11-08,20.0225,20.079643,19.1175,19.205357,16.591095,1056146000,-0.7712041874137509
2012-11-09,19.300714,19.817142,19.061428,19.537857,16.878332,929913600,-0.7633046828381015
2012-11-12,19.79107,19.803572,19.2375,19.386786,16.747828,515802000,-0.7668938219218544
2012-11-13,19.246786,19.66,19.155714,19.389286,16.749989,532949200,-0.766834414544305
2012-11-14,19.482143,19.551786,19.149286,19.174286,16.564259,477170400,-0.7719423614643074
2012-11-15,19.1975,19.267857,18.665,18.772142,16.216856,789910800,-0.781496436273718
2012-11-16,18.757143,18.928572,18.0625,18.845715,16.280409,1266893600,-0.7797485180630294
2012-11-19,19.311071,20.267857,19.28143,20.204643,17.454357,823317600,-0.7474632592662185
2012-11-20,20.425358,20.426786,19.806429,20.0325,17.305645,642754000,-0.7515530335194341
2012-11-21,20.151787,20.263214,19.87857,20.060715,17.330015,373002000,-0.7508826953530815
2012-11-23,20.256071,20.428572,20.092857,20.410713,17.632381,272826400,-0.7425674750782422
2012-11-26,20.567858,21.071428,20.489643,21.054644,18.188654,630579600,-0.7272690557818545
2012-11-27,21.055357,21.08643,20.717857,20.885,18.042107,533330000,-0.7312994226575208
2012-11-28,20.616785,20.921429,20.437857,20.819286,17.98534,520864400,-0.7328606449143548
2012-11-29,21.079287,21.223213,20.901787,21.04857,18.18341,514698800,-0.7274133373151247
2012-11-30,20.956785,21.014286,20.81,20.902857,18.05753,391319600,-0.7308751878225723
2012-12-03,21.201786,21.235357,20.910713,20.935356,18.085602,364280000,-0.7301030731726378
2012-12-04,20.77857,20.77857,20.433214,20.56607,17.766586,557068400,-0.7388765141963555
2012-12-05,20.318214,20.330357,19.241785,19.2425,16.62318,1044638000,-0.770321731829924
2012-12-06,18.890715,19.76107,18.5225,19.544287,16.88389,1177212400,-0.7631519274836247
2012-12-07,19.764286,19.828571,18.928572,19.044643,16.452257,787040800,-0.7750223915573909
2012-12-10,18.75,19.2325,18.627857,18.922144,16.346434,630484400,-0.7779327186535847
2012-12-11,19.2775,19.627144,19.191786,19.335358,16.703398,592345600,-0.7681156381849088
2012-12-12,19.563213,19.571428,19.1525,19.25,16.629663,487144000,-0.7701435550118277
2012-12-13,18.969643,19.20143,18.77857,18.9175,16.342426,625259600,-0.778043059587477
2012-12-14,18.383928,18.504642,18.056429,18.206785,15.728456,1009579200,-0.7949281226043182
2012-12-17,18.176071,18.571428,17.901072,18.529642,16.007357,757607200,-0.787257728403108
2012-12-18,18.75,19.10357,18.580357,19.067858,16.472317,625685200,-0.7744708681461372
2012-12-19,18.981071,19.060715,18.767857,18.796785,16.23814,449369200,-0.7809109722630863
2012-12-20,18.928572,18.935715,18.53143,18.633215,16.096828,481689600,-0.7847970576054824
2012-12-21,18.3025,18.559643,18.222857,18.5475,16.022789,596268400,-0.7868334482536077
2012-12-24,18.58393,18.723213,18.525356,18.5775,16.048706,175753200,-0.7861207409812225
2012-12-26,18.535713,18.552143,18.254286,18.321428,15.827491,302436400,-0.7922044461474272
2012-12-27,18.340714,18.4375,18.023571,18.395,15.891042,455120400,-0.7904565279367385
2012-12-28,18.224644,18.374287,18.147142,18.199642,15.722276,354278400,-0.795097825601208
2012-12-31,18.233213,19.12143,18.178572,19.006071,16.418936,659492400,-0.7759387877405957
2013-01-02,19.779285,19.821428,19.34393,19.608213,16.939117,560518000,-0.7616331649619271
2013-01-03,19.567142,19.631071,19.321428,19.360714,16.725306,352965200,-0.767513226531864
2013-01-04,19.1775,19.236786,18.779642,18.821428,16.259428,594333600,-0.7803255082524545
2013-01-07,18.642857,18.90357,18.4,18.710714,16.163792,484156400,-0.7829558367324182
2013-01-08,18.900356,18.99607,18.616072,18.76107,16.207281,458707200,-0.7817594872475352
2013-01-09,18.660713,18.750357,18.428213,18.467857,15.953977,407604400,-0.7887256026830147
2013-01-10,18.876785,18.882856,18.411428,18.696787,16.151752,601146000,-0.7832867235904393
2013-01-11,18.607143,18.761429,18.536428,18.582144,16.052713,350506800,-0.7860104000473302
2013-01-14,17.952856,18.125,17.803928,17.919643,15.480395,734207600,-0.8017500018210795
2013-01-15,17.796429,17.821072,17.26357,17.354286,14.991994,876772400,-0.8151816881516797
2013-01-16,17.665714,18.194286,17.589287,18.074642,15.614289,690804800,-0.7980675600749512
2013-01-17,18.225357,18.241072,17.929644,17.952856,15.509081,453678400,-0.8009609395287319
2013-01-18,17.804285,17.936428,17.72857,17.857143,15.426403,472922800,-0.803234869057951
2013-01-22,18.02,18.13857,17.736786,18.0275,15.573573,461546400,-0.7991875545398718
2013-01-23,18.171785,18.3925,18.0275,18.3575,15.858649,861509600,-0.7913474573417718
2013-01-24,16.428572,16.633215,16.080357,16.089287,13.899188,1460852400,-0.8452353865253039
2013-01-25,16.131786,16.293928,15.535714,15.71,13.571531,1208026400,-0.8542464344019433
2013-01-28,15.636786,16.186071,15.566429,16.065357,13.878516,785517600,-0.8458039028935226
2013-01-29,16.375,16.435715,16.147142,16.366785,14.138914,571158000,-0.8386426176829819
2013-01-30,16.321428,16.52143,16.232143,16.315357,14.094484,417155200,-0.8398644339460363
2013-01-31,16.320715,16.402857,16.249287,16.2675,14.053143,319334400,-0.8410014213679218
2013-02-01,16.396786,16.41,16.0125,16.200714,13.99545,539484400,-0.8425881104029272
2013-02-04,16.211071,16.283571,15.785714,15.797143,13.646813,477117200,-0.8521761031544399
2013-02-05,15.858929,16.419287,15.793571,16.351429,14.12565,573347600,-0.839007445140381
2013-02-06,16.3025,16.660713,16.16357,16.33393,14.110533,593706400,-0.8394232061541229
2013-02-07,16.544643,16.785713,16.21857,16.722143,14.53009,704580800,-0.8302000635172853
2013-02-08,16.928572,17.100357,16.723213,16.963572,14.73987,633158400,-0.8244642381660666
2013-02-11,17.017857,17.319286,16.901787,17.140356,14.893481,517490400,-0.8202642136080626
2013-02-12,17.125357,17.227858,16.705,16.710714,14.520158,609053200,-0.8304715883123089
2013-02-13,16.686071,16.915714,16.543571,16.678928,14.492545,475207600,-0.8312267553198304
2013-02-14,16.59,16.844286,16.572144,16.663929,14.479512,355275200,-0.8315831089560229
2013-02-15,16.744642,16.79143,16.425714,16.434286,14.279966,391745200,-0.8370389356910115
2013-02-19,16.467857,16.526072,16.20893,16.428213,14.274689,435783600,-0.8371832172242817
2013-02-20,16.346071,16.346071,16.02857,16.030357,13.92899,476302400,-0.8466354249210065
2013-02-21,15.928571,16.041786,15.815,15.930714,13.842408,447182400,-0.849002747741705
2013-02-22,16.044643,16.12857,15.95,16.100357,13.989812,330654800,-0.8449723808660387
2013-02-25,16.20893,16.254286,15.806071,15.814286,13.741243,372579200,-0.8517688159619045
2013-02-26,15.850714,16.126429,15.630714,16.034643,13.932713,501499600,-0.8465336031228727
2013-02-27,16.015356,16.158571,15.7375,15.8775,13.79617,587350400,-0.8502670010826199
2013-02-28,15.858929,15.995357,15.764286,15.764286,13.697799,322515200,-0.8529567142828569
2013-03-01,15.642857,15.649286,15.356429,15.373929,13.358607,552448400,-0.8622307678187615
2013-03-04,15.278571,15.292857,14.964286,15.001786,13.035253,582755600,-0.8710720900412351
2013-03-05,15.052857,15.5425,15.026786,15.397857,13.379402,638433600,-0.8616622967650946
2013-03-06,15.518214,15.544643,15.158214,15.202143,13.209342,460250000,-0.8663120455934947
2013-03-07,15.160714,15.428929,15.037857,15.377857,13.362023,468473600,-0.8621374424991101
2013-03-08,15.35,15.551071,15.3075,15.418571,13.3974,391482000,-0.8611701580741143
2013-03-11,15.348214,15.678929,15.183571,15.638214,13.588253,474236000,-0.8559519155347716
2013-03-12,15.557143,15.674286,15.270357,15.301071,13.295302,465911600,-0.8639617157297612
2013-03-13,15.301786,15.517857,15.191429,15.298214,13.292821,405549200,-0.8640295969285171
2013-03-14,15.458214,15.522857,15.373214,15.446429,13.421607,303875600,-0.8605083163862443
2013-03-15,15.640357,15.865357,15.616071,15.845,13.767928,643960800,-0.8510391157325544
2013-03-18,15.766071,16.337856,15.757143,16.275715,14.142185,606197200,-0.8408062515928606
2013-03-19,16.410713,16.463215,16.017857,16.231787,14.104012,526775200,-0.8418498910378188
2013-03-20,16.33643,16.34393,16.056786,16.145714,14.029222,308660800,-0.8438948008217025
2013-03-21,16.079287,16.356428,16.075,16.168928,14.049395,383255600,-0.8433432774104488
